TCM_name;TCM_name_en;Herb_pinyin_name;Herb_latin_name;Properties;Meridian_1;Meridian_2;Meridian_3;Meridian_4;Meridian_5;Meridian_6;UsePart;Function;Indication;Toxicity;Clinical_manifestations;Therapeutic_en_class;Therapeutic_cn_class
莲子心;Hindu Lotus Plumule;LIAN ZI XIN;Plumula Nelumbinis;"Mild; Sweet; Punkery";Spleen; Heart; Kidney;;;;dried plumule and radicle in seed;To remove heat from the heart and calm the nerves, to restore the coordination between the heart and the kidney, to check emission, and to arrest bleeding.;Heat entering pericardium, clouded spirit with delirious speech, non-interaction of heart and kidney, insomnia and emission, blood ejection due to blood heat, hypertension.;;;Astringent Medicinal;收涩药
使君子;"fruit of Rangooncreeper;Quisqualis indica";SHI JUN ZI;Fructus Quisqualis;"Warm; Sweet";Spleen; Stomach;;;;;ripe fruit;To kill worms.;Ascariasis, oxyuria disease, child gan accumulation.;;;Antiparasitic Drugs;驱虫药
夏天无;Decumbent Corydalis Rhizome;XIA TIAN WU;Rhizoma Corydalis Decumbentis;;;;;;;;tuber;To promote the flow of qi and blood, to remove obstruction from the collaterals and to relieve pain.;Pain in deep tissues, neuralgia, swelling pain from fracture, hypertension, hemiplegia, sequel of poliomyelitis, sciatica, rheumatic arthritis, knocks and falls.;;;Wind-Dampnessdispelling And Heatclearing Medicinal;祛风湿清热药
小金盏花;Field Marigold;XIAO JIN ZHAN HUA;Calendula arvensis;;;;;;;;whole herb or flower;To clear heat and stanch bleeding.;Intestinal wind bleeding, bleeding from hemorrhoids.;;;;
杨梅;"Chinese Waxmyrtle;Bog-myrtle";XIANG YANG MEI;"Myrica rubra;Myrica gale";;;;;;;;fruit;To engender liquid and allay thirst, harmonize stomach and disperse food.;Vexation and thirst, vomiting and diarrhea, dysentery, abdominal pain.;;;;
芥子;India Mustard Seed;JIE ZI;Semen Sipis;;;;;;;;seed;To relieve dyspnea and cough by eliminating cold-phlegm, to reduce modulation, and to relieve pain by removing the obstruction of collateral.;Vomiting with stomach cold, pain in heart and abdomen, lung cold cough, impediment pain, throat impediment, flowing phlegm, knocks and falls.;;;Phlegresolving Medicine;化痰药
蕹菜;Aquatic Morning Glory;WENG CAI;Ipomoea aquatica;;;;;;;;stem-leaf;To cool blood and clear heat, disinhibit damp and resolve toxin.;Nosebleed(epistaxis), hematochezia, hematuria, constipation, strangury-turbidity, hemorrhoids, swollen welling abscess, fracture, snake or insect bites.;;;;
黎檬叶;Lemonlike Citrus Leaf;LI MENG YE;Citrus limonia;;;;;;;;leaf;See Citrus limon.;See Citrus limon.;;;;
青叶胆;All - grass of Mile Swertia;QING YE DAN;Herba Swertiae;"Cold; Sweet; Bitter";Bladder; Liver; Gallbladder;;;;whole herb;To increase the flow of bile, and to remove heat and damp.;Damp-heat jaundice, heat strangury with inhibited pain, damp-heat diarrhea dysentery, red and white vaginal discharge, influenza, malaria with fever, acute gastritis, acute pharyngolaryngitis, acute tonsillitis, acute conjunctivitis, allergic dermatitis.;;;Diuretic Dampness Excreting Drugs;利水渗湿药
小叶石楠;Small-leaf Photinia;XIAO YE SHI NAN;Photinia parvifolia;;;;;;;;root;To clear heat and resolve toxin, quicken blood and relieve pain.;jaundice (icterus, ICT), mammary welling abscess, toothache.;;;;
赛莨菪;Common Anisodus;SAI LANG DANG;Anisodus luridus;;;;;;;;root;To resolve spasm and relieve pain.;Stomachache, cholecystalgia, acute gastroenteritis, chronic gastroenteritis.;;;;
川党参;Szechwan Tangshen;CHUAN DANG SHEN;Codonopsis tangshen;;;;;;;;root;See Codonopsis pilosula.;See Codonopsis pilosula .;;;;
箭根薯;Arrowroot Tacca;JIAN GEN SHU;Tacca chantrieri;;;;;;;;rhizome;To clear heat and resolve toxin, rectify qi and relieve pain.;Gastroenteritis, gastric ulcer, duodenal ulcer, indigestion, dysentery, hepatitis, sore and boil, swelling pain in throat, toxin swelling of sores.;;;;
兴安升麻;Dahurian Bugbane;XING AN SHENG MA;Cimicifuga dahurica;;;;;;;;rhizome;See Cimicifuga foetida .;See Cimicifuga foetida.;;;;
金鱼;Crucian Carp;JIN YU;Carassius auratus;;;;;;;;meat or body;To clear heat, disinhibit water, resolve toxin.;Cough, jaundice, ascites ulcer.;;;;
枸橘;Trifoliate-orange;GOU JU;Poncirus trifoliata;;;;;;;;unripe fruit;To break qi and dissipate binds, course liver and resolve depression.;Binding depression of liver qi , mammary consumption, mounting qi, qi stagnation, distention fullness in stomach duct and abdomen, pain in stomach duct, constipation, prolapse of uterus, prolapse of rectum.;;;;
贯众;root of Chinese Angelica;GUAN ZONG;Rhizoma Dryopteris crassirhizomae;"Minor cold; Bitter";Spleen; Liver;;;;;"Dryopteris crassirhixoma Nakai.;Osmunda japonica Thunb.;Woodwardia unigemmata (Makino) Nakai";1. To clear heat and toxic material. For preventing and treating pestilence and seasonal febrile diseases, such as influenza, epidemic cerebrospinal meningitis, mumps, measles, etc., also for viral pneumonia. 2. To cool the blood nad stop bleeding. For profuse uterine bleeding due to blood-heat, hematemesis, epistaxis, hemafacia, eruptive diseases, etc.3. To kill parasites;1.Antivirotic and bacteriostatic. 2. Parasiticidal effect on hookworm, roundworm and whipworm, etc. in human, and its component filmarone, on tapeworm. 3. Its decoction shortens the blood clotting time in rabbits. 4. Its extract exerts an abortive effect.;;Antivirotic and bacteriostatic. 2. Parasiticidal effect on hookworm, roundworm and whipworm, etc. in human, and its component filmarone, on tapeworm. 3. Its decoction shortens the blood clotting time in rabbits. 4. Its extract exerts an abortive effect.;"Heat clearence;Antipyretic Detoxicate Drugs";清热解毒药
柄果槲寄生;Stipefruit Mistletoe;BING GUO HU JI SHENG;Viscum multinerve;;;;;;;;stem-leaf;To dispel wind-damp, supplement liver and kidney, quicken blood and relieve pain, quiet fetus, promote lactation.;Wind-damp impediment pain, pain in lumbus and legs, knocks and falls, hypertension, stirring fetus disquieted, breast milk stoppage.;;;;
金樱子;"fruit of Cherokee Rose;Rosa laevigata";JIN YING ZI;Fructus Rosae laevigatae;"Mild; Sour; Punkery";Bladder; Large Intestine; Kidney;;;;fruit;"1. To control the essence; 2. To astringe the intestines and stop diarrhea; 3. To decrease urination";Emission, enuresis and frequent urination, flooding and spotting with vaginal discharge, chronic diarrhea and dysentery.;;1. Its decoction in 1:3000-1:200 concentration inhibits the growth of influenzae virus and Bacillus dysenteriae in vitro.2. Promoting the secretion of gastric juice and enhancing the digestive function, also as an astringent.;Astringent Medicinal;收涩药
甘肃山楂;Kansu Hawthorn;GAN SU SHAN ZHA;Crataegus kansuensis;;;;;;;;fruit;See Crataegus cuneata.;See Crataegus cuneata.;;;;
毛草龙;Water Seedbox;MAO CAO LONG;Ludwigia octovalvis;;;;;;;;whole herb;To clear heat and disinhibit damp, resolve toxin and disperse swelling.;Common cold with fever, child gan fever, swelling pain in throat, mough and tongue sores, hypertension, edema, damp-heat diarrhea dysentery, strangury with pain, white turbidity, vaginal discharge, mammary welling abscess, swelling toxin of clove sore, hemorrhoids, burns and scalds, poisonous snake bites.;;;;
睡菜根;Bogbean Root;SHUI CAI GEN;Menyanthes trifoliata;;;;;;;;rhizome;To moisten lung and suppress cough, suppress cough, lower blood pressure.;Cough, edema, wind-damp pain, hypertension.;;;;
卷鞘鸢尾;"Potanin Iris;Potanin Larkspur";JUAN QIAO YUAN WEI;Iris potaninii;;;;;;;;seed;To clear heat and resolve toxin, expel worms.;Intestinal welling abscess, ascariasis, oxyuria.;;;;
百部;"Root of Japanese Stemo;Tuber Stemona";BAI BU;Radix Stemoe;"Minor Warm; Sweet; Bitter";Lung;;;;;;root;"1. To moisten the lungs and stop cough; 2. To kill lice and parasites";Wind-cold cough, pertussis, tuberculosis, senile cough and asthma, ascariasis, oxyuria disease, scab and lichen, eczema, cootie.;;1. Relieving cough in common cold. Stemona root (Baibu) is used with Schizonepeta (Jingjie), Platycodon root (Jiegeng) and Aster root (Ziwan). 2. Relieving whooping cough. Stemona root (Baibu) is used with Glehnia root (Beishashen), Tendrilled fritillary ;Antitussive Antiasthmetics;止咳平喘药
儿茶钩藤;Gambier Gambirplant;ER CHA GOU TENG;Uncaria gambir;;;;;;;;dry decocted paste of branch-leaf;To contract damp and close sores, stanch bleeding and settle pain, clear heat and resolve phlegm.;Enduring sores, damp-sore with flowing water, gan of teeth and gum, mouth sore, hemoptysis, blood ejection, hematuria, hematochezia, flooding, bleeding due to external injury, hemorrhoids and swollen welling abscess, phlegm-heat cough.;;;;
变色马兜铃;Versicolorous Dutchmanspipe;BIAN SE MA DOU LING;Aristolochia versicolar;;;;;;;;tuberoid;To clear heat and resolve toxin, disperse swelling and relieve pain.;Enteritis and diarrhea, bacillary dysentery, swelling pain in throat, parotitis, scrofula, mammary welling abscess, eczema.;;;;
豆油;Soybean Oil;DOU YOU;Glycine max;;;;;;;;seed oil;To resolve toxin and kill worms, moisten intestines and free stool.;Ileus, constipation, scab and lichen.;;;;
水仙根;Chinese Narcissus Bulb;SHUI XIAN GEN;Narcissus tazetta var. chinensis;;;;;;;;bulb;To clear heat and resolve toxin, dissipate stasis and disperse swelling.;Swelling toxin of sore and welling abscess, insect bites, fish bone stuck in throat.;;;;
圆叶鹿蹄草;European Pyrola;YUAN YE LU TI CAO;Pyrola rotundifolia;;;;;;;;whole herb;See Pyrola calliantha.;See Pyrola calliantha.;;;;
喜盐鸢尾;Salt-loving Iris;XI YAN YUAN WEI;Iris halophila;;;;;;;;seed;See Iris lactea var. chinensis.;See Iris lactea var. chinensis.;;;;
鸦胆子;"Java Brucea Fruit;Brucea javanica";YA DAN ZI;Fructus Bruceae;;;;;;;;fruit;To remove toxic heat, to stop malarial attacks, to relieve dysentery, and to cauterize vegetations.;Malaria, amebic dysentery, dysentery with pus and blood, tenesmus, corn and common wart.;;;Antipyretic Detoxicate Drugs;清热解毒药
黄花香茶菜;Yellowflower Rabdosia;HUANG HUA XIANG CHA CAI;Isodon sculponeata [Syn. Rabdosia sculponeata];;;;;;;;whole herb;To resolve toxin, disinhibit damp, rectify qi.;Dysentery abdominal pain, foot lichen.;;;;
裂叶野罂粟;Splidleaf Poppy;LIE YE YE YING SU;Papaver nudicaule var. chinense;;;;;;;;fruit shell or whole herb;To constrain lung and relieve cough, astringe intestines and check diarrhea, settle pain.;Enduring cough and asthma, enduring diarrhea, enduring dysentery, headache, stomachache, pain in heart and abdomen, wind-damp impediment pain, knocks and falls.;;;;
红三七;Ovateleaf Knotweed;HONG SAN QI;Polygonum suffultum;;;;;;;;rhizome;To stanch bleeding and relieve pain, quicken blood and regulate menstruation, clear heat and eliminate damp.;Painful wound from knocks and falls, bleeding due to external injury, blood ejection, hematochezia, flooding and spotting, red and white vaginal discharge, damp-heat dysentery, welling abscess.;;;;
蒙自草胡椒;Mengzi Peperomia;MENG ZI CAO HU JIAO;Peperomia duclouxii;;;;;;;;whole herb;To dispel wind and eliminate damp, transform stasis and dissipate binds, resolve toxin and disperse swelling.;Wind-damp impediment pain, knocks and falls, swollen welling abscess and sore toxin, try to using for carcinoma of stomach and carcinoma of esophagus.;;;;
鬼盖;"Coprinus Sporocarp;Coprinus Sporophore";GUI GAI;Coprinus atramentarius;;;;;;;;sporocarp;To boost intestines and stomach, rectify qi and transform phlegm, resolve toxin and disperse swelling.;Inappetence, cough with phlegm, child epilepsy, swelling of clove, malign sore.;;;;
黄皮叶;Chinese Wampee Leaf;HUANG PI YE;Clausena lansium;;;;;;;;leaf;To course wind and resolve exterior, move qi and transform phlegm.;Warm disease fever, cough and asthma, qi distention abdominal pain, yellow swelling, malaria, inhibited urination, heat toxin scab and lai.;;;;
赤杨;Japanese Alder;CHI YANG;Alnus japonica;;;;;;;;bark, tender branchlet-leaf;To clear heat and downbear fire, stanch bleeding.;Incessant nosebleed, bleeding due to external injury, water diarrhea.;;;;
矮地茶;Japanese Ardisia Herb;AI DI CHA;Ardisiae japonicae;"Mild; Pungent; Bitter";Lung; Liver;;;;;;1. To eliminate phlegm and relieving cough.2. To promote diuresis to deprive dampness. 3. To activate blood circulation and stop bleeding.;1. Bergenin, an active comonent, is an expectorant. 2. Its volatile oil or flavone can relieve bronchospasm induced by histamine in vitro. 3. Its decoction inhibits the growth of Pneumococcus, Staphylococcus aureus and influenza virus in vitro.;;1. Bergenin, an active comonent, is an expectorant.  2. Its volatile oil or flavone can relieve bronchospasm induced by histamine in vitro. 3. Its decoction inhibits the growth of Pneumococcus, Staphylococcus aureus and influenza virus in vitro. ;Antitussive Antiasthmetics;止咳平喘药
山荷叶;Japanese Umbrella leaf;SHAN HE YE;Diphylleia grayi;;;;;;;;rhizome;See Diphylleia sinensis.;See Diphylleia sinensis.;;;;
蟑螂;Cockroach;ZHANG LANG;Blatta orientalis;;;;;;;;body;To dissipate stasis, transform accumulation, resolve toxin.;Child gan accumulation, concretion conglomeration accumulation and gathering, throat impediment, nipple moth, swelling toxin of welling abscess and sore, snake or insect bites.;;;;
庶虫;Cockroach;ZHE CHONG;Eupolyphaga seu steleophaga;"Cold; Salty";Liver;;;;;;"Eupolyphaga sinensia Warker ;Steleophaga ptancyi (Boleny)";1.Treatment of amenorrhea or postpartum abdominal pain due to blood stagnation. Cockroach (Chechong) is used with Rhubarb (Dahuang) and Peach seed (Taoren) in the formula Xia Yuxue Tang .2. Treatment of abdominal or epigastric masses. Cockroach (Chechong) is used with Turtle shell (Biejia), Rhubarb (Dahuang), Moutan bark (Mudanpi) and Peach seed (Taoren) in the formula Biejia Jian Wan. 3. Treatment of pains caused by external injuries or lumbar pain due to sprain. Cockroach (Chechong) is used with Peach seed (Taoren), Frankincense (Ruxiang) and Myrrh (Moyao). Cockroach (Chechong) may also be taken alone.;1.Treatment of amenorrhea or postpartum abdominal pain due to blood stagnation. Cockroach (Chechong) is used with Rhubarb (Dahuang) and Peach seed (Taoren) in the formula Xia Yuxue Tang .2. Treatment of abdominal or epigastric masses. Cockroach (Chechong);Toxic;;Blood activation and stasis removal;活血化淤
土鳖虫;Cockroach;TU BIE CHONG;Eupolyphaga seu Steleophaga;;;;;;;;"Eupolyphaga sinensis Walker.;Steleophaga plancyi Indications Edema";Treatment of bone fracture, amenorrhea and formation of mass in the abdomen due to blood stasis.;Treatment of bone fracture, amenorrhea and formation of mass in the abdomen due to blood stasis.;;;Blood activation and stasis removal;活血化淤
乌药;Combined Spicebush Root;WU YAO;Radix Linderae;"Warm; Pungent";Lung; Bladder; Spleen; Kidney;;;tuberoid;"1. To regulate qi and stop pain; 2. To warm the kidneys and dispel cold";Distending pain in chest and abdomen, qi counterflow with rapid asthma, bladder vacuity cold, enuresis and frequent urination, mounting qi , dysmenorrhea.;;1. Promoting the secretion of digestive fluid.2. Accelerating blood coagulation.;Qi Regulating Drugs;理气药
决明子;"Cassia Seed;Sickle Senna Seed";JUE MING ZI;"Semen Cassiae;Semen Sene";"Sweet;  bitter; slightly cold";Liver; large intestine;;;;;ripe seed;To remove heat from the liver, to improve eyesight, and to relax bowels.;See Cassia obtusifolia.;;1. Oral adminstration of the hearbal powder can inhibit the rising of serum cholesterol and formation of atherosclerosis in rabbits.2. Its tincture and infusion can inhibit the myocardium of toad in vitro, and contract th eblood vessels of lower limbs.3. ;Fire Purging Drugs;清热泻火药
长春花;Madagascar Periwinkle;CHANG CHUN HUA;Catharanthus roseus;;;;;;;;whole herb;To resolve toxin, clear heat and calm liver, anticancer.;Hypertension, swelling toxin of welling abscess and sore, scalds.;;1. Vinblastine and vincristine are the active componens which inhibit leukemia and other cancers. They interfere with mitosis and inhibit synthesis of purine, DNA and RNA. 2. Lowering blood pressure and the level of blood sugar. 3. Diuretic. 4. Vinblastin;;
